time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-07 00:00:00+00:00,5,4,3.0,2.0
2023-09-08 00:00:00+00:00,6,4,116.0,5.0
2023-09-09 00:00:00+00:00,4,3,,
2023-09-10 00:00:00+00:00,4,3,,
2023-09-11 00:00:00+00:00,5,4,10.0,2.0
2023-09-12 00:00:00+00:00,7,5,3.0,3.0
2023-09-13 00:00:00+00:00,9,5,2.0,2.0
2023-09-14 00:00:00+00:00,9,5,42.0,4.0
2023-09-15 00:00:00+00:00,6,5,5.0,2.0
2023-09-16 00:00:00+00:00,11,6,14.0,1.0
2023-09-17 00:00:00+00:00,7,6,,
2023-09-18 00:00:00+00:00,8,7,,
2023-09-19 00:00:00+00:00,5,4,1.0,1.0
2023-09-20 00:00:00+00:00,1,1,,
