time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-17 00:00:00+00:00,5,5,93,13
2023-02-18 00:00:00+00:00,5,3,16,2
2023-02-19 00:00:00+00:00,3,3,20,2
2023-02-20 00:00:00+00:00,2,2,40,7
2023-02-21 00:00:00+00:00,3,3,24,6
2023-02-22 00:00:00+00:00,8,5,28,9
2023-02-23 00:00:00+00:00,3,2,21,8
2023-02-24 00:00:00+00:00,5,5,56,4
2023-02-25 00:00:00+00:00,2,2,1,1
2023-02-26 00:00:00+00:00,2,2,37,2
2023-02-27 00:00:00+00:00,49,5,32,4
2023-02-28 00:00:00+00:00,24,7,47,3
2023-03-01 00:00:00+00:00,3,3,3,1
2023-03-02 00:00:00+00:00,103,27,42,5
