time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-04 00:00:00+00:00,2.0,2.0,2.0,2.0
2023-10-05 00:00:00+00:00,2.0,2.0,6.0,2.0
2023-10-06 00:00:00+00:00,14.0,3.0,25.0,3.0
2023-10-07 00:00:00+00:00,6.0,4.0,3.0,2.0
2023-10-08 00:00:00+00:00,3.0,2.0,1.0,1.0
2023-10-09 00:00:00+00:00,5.0,4.0,5.0,3.0
2023-10-10 00:00:00+00:00,2.0,2.0,5.0,4.0
2023-10-11 00:00:00+00:00,3.0,3.0,9.0,1.0
2023-10-12 00:00:00+00:00,3.0,2.0,4.0,3.0
2023-10-13 00:00:00+00:00,1.0,1.0,4.0,4.0
2023-10-14 00:00:00+00:00,2.0,2.0,2.0,2.0
2023-10-15 00:00:00+00:00,6.0,5.0,,
2023-10-16 00:00:00+00:00,5.0,4.0,23.0,4.0
2023-10-17 00:00:00+00:00,,,1.0,1.0
