time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-08 00:00:00+00:00,4,3,10.0,2.0
2023-08-09 00:00:00+00:00,4,3,1.0,1.0
2023-08-10 00:00:00+00:00,3,2,,
2023-08-11 00:00:00+00:00,5,3,13.0,1.0
2023-08-12 00:00:00+00:00,4,3,1.0,1.0
2023-08-13 00:00:00+00:00,5,3,7.0,4.0
2023-08-14 00:00:00+00:00,5,4,20.0,6.0
2023-08-15 00:00:00+00:00,5,4,1.0,1.0
2023-08-16 00:00:00+00:00,4,3,14.0,1.0
2023-08-17 00:00:00+00:00,7,5,4.0,4.0
2023-08-18 00:00:00+00:00,5,4,2.0,2.0
2023-08-19 00:00:00+00:00,4,3,,
2023-08-20 00:00:00+00:00,4,3,,
2023-08-21 00:00:00+00:00,4,4,11.0,1.0
